행정동,도로명주소,지번주소,위도,경도,데이터기준일자
신영동,서울특별시 종로구 세검정로7길 64 (신영동),서울특별시 종로구 신영동 231,37.60197263,126.9590436,2024-07-25
신영동,서울특별시 종로구 세검정로7가길 17 (신영동),서울특별시 종로구 신영동 179-8,37.60237091,126.9602349,2024-07-25
신영동,서울특별시 종로구 신영동 206,서울특별시 종로구 세검정로7가길 6,37.60262269,126.960613,2024-07-25
신영동,서울특별시 종로구 세검정로7가길 6 (신영동),서울특별시 종로구 신영동 206,37.60237091,126.9602349,2024-07-25
신영동,서울특별시 종로구 세검정로7길 19 (신영동),서울특별시 종로구 신영동 218-5,37.59760032,126.962054,2024-07-25
부암동,"서울특별시 종로구 자하문로41길 6 (부암동, 현대빌라)",서울특별시 종로구 부암동 185-3,37.59300958,126.9631804,2024-07-25
부암동,서울특별시 종로구 창의문로11길 9 (부암동),서울특별시 종로구 부암동 302-1,37.5938495,126.96293,2024-07-25
부암동,서울특별시 종로구 창의문로 149-7 (부암동),서울특별시 종로구 부암동 306-6,37.59286304,126.9608226,2024-07-25
부암동,서울특별시 종로구 창의문로9가길 11 (부암동),서울특별시 종로구 부암동 379-10,37.59151747,126.9623907,2024-07-25
부암동,서울특별시 종로구 창의문로5가길 10-7 (부암동),서울특별시 종로구 부암동 325-3,37.59108591,126.9641818,2024-07-25
부암동,서울특별시 종로구 창의문로5길 34 (부암동),서울특별시 종로구 부암동 338-22,37.59418648,126.9678952,2024-07-25
부암동,서울특별시 종로구 창의문로5나길 2 (부암동),서울특별시 종로구 부암동 329-21,37.58979303,126.9637363,2024-07-25
부암동,서울특별시 종로구 백석동길 61 (부암동),서울특별시 종로구 부암동 44-2,37.59500706,126.9642813,2024-07-25
부암동,서울특별시 종로구 자하문로38길 41 (부암동),서울특별시 종로구 부암동 210-24,37.59407038,126.9654745,2024-07-25
부암동,"서울특별시 종로구 자하문로40가길 9 (부암동, 피닉스파크빌)",서울특별시 종로구 부암동 208-30,37.59524367,126.9652162,2024-07-25
부암동,서울특별시 종로구 자하문로40길 33 (부암동),서울특별시 종로구 부암동 208-8,37.59467225,126.9658004,2024-07-25
부암동,서울특별시 종로구 자하문로40길 49 (부암동),서울특별시 종로구 부암동 210-5,37.59370788,126.9641587,2024-07-25
부암동,서울특별시 종로구 창의문로10길 17 (부암동),서울특별시 종로구 부암동 232,37.59717571,126.9656979,2024-07-25
부암동,서울특별시 종로구 백석동길 267 (부암동),서울특별시 종로구 부암동 150-1,37.59752701,126.9644904,2024-07-25
부암동,"서울특별시 종로구 백석동길 286-20 (부암동, 부암빌라)",서울특별시 종로구 부암동 129-21,37.60365065,126.9578126,2024-07-25
부암동,서울특별시 종로구 백석동길 292 (부암동),서울특별시 종로구 부암동 129-3,37.6029052,126.9578869,2024-07-25
홍지동,"서울특별시 종로구 홍지문길 56 (홍지동, 완성빌라)",서울특별시 종로구 홍지동 69-1,37.59795469,126.9647244,2024-07-25
홍지동,"서울특별시 종로구 홍지문길 48 (홍지동, 정은맨션)",서울특별시 종로구 홍지동 69-15,37.6090362,126.9562703,2024-07-25
홍지동,"서울특별시 종로구 홍지문길 36 (홍지동, 경진주택)",서울특별시 종로구 홍지동 69-49,37.60179503,126.9579881,2024-07-25
홍지동,서울특별시 종로구 홍지문길 23 (홍지동),서울특별시 종로구 홍지동 63-23,37.60158658,126.9568555,2024-07-25
홍지동,서울특별시 종로구 자하문로 312-7 (홍지동),서울특별시 종로구 홍지동 94-12,37.60055366,126.9598321,2024-07-25
